case_id,event_label
1108,ca
1109,ca
1110,ch
1111,gcfhe
1112,ghce
1113,chg
1114,ihceg
1115,eei
1116,bac
1117,iheg
1118,eicf
1119,hie
1120,ei
1121,ac
1122,cba
1123,iecee
1124,ehige
1125,ehcife
1126,geehfec
1127,hgeci
1128,eeedge
1129,eeege
1130,eedee
1131,fhbca
1132,cba
1133,geeee
1134,egeeeed
1135,gceh
1136,ie
1137,geeed
1138,cb
1139,geeeee
1140,eg
1141,egeee
1142,eeegee
1143,eedeee
1144,egeeed
1145,egdeeee
1146,eeeege
1147,abh
1148,eeeeeg
1149,eedegeee
1150,bca
1151,ba
1152,achb
1153,acb
1154,bca
1155,cf
1156,bc
1157,a
1158,ch
1159,ch
1160,cba
1161,eiee
1162,bh
1163,hec
1164,cegh
1165,cheei
1166,igc
1167,hieee
1168,heicee
1169,geh
1170,heeeec
1171,ab
1172,deegeee
1173,eegee
1174,ede
1175,eeege
1176,eegde
1177,bc
1178,egeee
1179,eedg
1180,eeeeeg
1181,eeegeed
1182,abc
1183,eegeee
1184,geeeede
1185,ede
1186,egeede
1187,eeeede
1188,eegeee
1189,deegee
1190,geeede
1191,ab
1192,deeeee
1193,ca
1194,cab
1195,egedeee
1196,abh
1197,bca
1199,bac
1200,hb
1201,ba
1202,bac
1203,abc
1204,cbhaf
1205,bac
1206,cab
1207,hca
1208,ahbc
1209,c
1210,b
1211,ahc
1212,afbc
1213,achb
1214,b
1215,abc
1216,hba
1217,ab
1218,acb
1220,habc
1221,bca
1222,hhc
1223,abhc
1224,cba
1225,ca
1226,ba
1227,bac
1228,ac
1229,bc
1230,ab
1231,bha
1232,cah
1233,bhha
1234,chb
1235,cbha
1236,ab
1237,bac
1238,bca
1239,bc
1240,bca
1241,h
1242,chb
1243,hbca
1244,hfbc
1245,b
1246,bh
1247,cahb
1248,c
1249,b
1250,c
1251,cba
1252,ab
1254,hcb
1255,bc
1256,icehg
1257,ghce
1258,cg
1259,hgce
1260,ighe
1261,cie
1262,ihf
1263,eice
1264,fa
1265,bcha
1266,egeeeee
1267,edeeeee
1268,fcba
1269,dee
1270,cgehe
1271,eeeeg
1272,ecgfh
1273,feh
1274,cha
1275,egee
1276,ba
1277,egdee
1278,deeeeeg
1279,eeeeee
1280,eeede
1281,eeegede
1282,eeeeedge
1283,abh
1284,ba
1285,eeeeeed
1286,eeeedee
1287,ee
1288,ieceh
1289,chgie
1290,h
1291,deeege
1292,gee
1293,geeeedee
1294,cab
1296,bch
1297,b
1298,fbah
1299,bah
1300,bac
1301,hba
1302,bca
1303,cba
1304,bc
1305,ba
1306,cab
1307,ba
1308,hbc
1309,bahc
1310,ahbc
1311,ahb
1312,bca
1313,ac
1314,bc
1315,hcge
1316,cbh
1317,cig
1318,ab
1319,eigf
1320,acb
1321,cf
1322,hce
1323,c
1324,ecghe
1325,ie
1326,eedegee
1327,eeeede
1328,egch
1329,ghi
1330,eeee
1331,eee
1332,eegeed
1333,bc
1334,gee
1335,eede
1336,dgeee
1337,gih
1338,geeed
1339,egedee
1340,hba
1341,edeeege
1342,eedge
1343,eeged
1344,hba
1345,cb
1346,deeeg
1347,eegee
1348,eeed
1349,bc
1350,eegee
1351,eeed
1352,eeeeeed
1353,bhca
1354,cbh
1355,gic
1356,eeeeegde
1357,eeeg
1358,ahc
1359,ca
1360,cb
1361,cb
1362,cha
1363,bach
1364,ha
1366,ab
1367,chb
1368,b
1369,c
1370,cab
1371,cba
1372,abc
1373,bc
1374,bha
1375,ach
1376,hb
1377,ab
1378,cbha
1379,b
1380,iec
1381,gci
1382,ihef
1383,igfec
1384,heg
1385,bha
1386,hceeee
1387,hceeiee
1388,chbf
1389,iegheee
1390,ca
1391,eigecee
1392,bc
1393,eheeee
1394,eceeieeh
1395,abc
1396,deeee
1397,eecgeeie
1398,heegeeiece
1399,ehceegeee
1400,eeeefci
1401,eeedge
1402,cab
1403,egeee
1404,ecefeie
1405,cba
1406,bh
1407,ceeegee
1408,bca
1409,eeghcee
1410,degeee
1411,gdeeeee
1412,eedge
1413,ged
1414,ab
1415,eeeee
1416,bac
1417,eeeee
1418,eeegdee
1419,ege
1420,deeee
1421,eeegeede
1422,abc
1423,eeede
1424,geee
1425,ee
1426,ca
1427,cbh
1428,hcab
1429,bc
1430,ca
1431,ac
1432,ba
1433,ab
1434,ahb
1435,b
1436,ac
1437,cba
1438,abc
1439,eehge
1440,deegee
1441,gheee
1442,geeic
1443,cb
1444,eceeieg
1445,abc
1446,ahbc
1447,gee
1448,eeedee
1449,eegeeed
1450,eeeeeed
1451,egeeed
1452,eegee
1453,hc
1454,geeeee
1455,deeeee
1456,gdeee
1457,ca
1458,b
1459,deeeege
1460,eeeeg
1461,edegeee
1462,eeeee
1463,ceefee
1464,eee
1465,edeegeee
1466,eeeege
1467,eedee
1468,eeeegde
1469,eeee
1470,eedeee
1471,eegeee
1472,eede
1473,dgee
1474,cb
1475,eeeedg
1476,edeee
1477,egede
1478,eeeeeg
1479,eeeg
1480,eegeeeed
1481,c
1482,hacb
1483,hcb
1484,hcba
1485,ca
1486,bca
1487,hcab
1488,hca
1489,abc
1490,hcb
1491,hcb
1492,ab
1493,fhcab
1494,a
1495,geee
1496,ghieec
1497,eeeghc
1498,ieegce
1499,gcheh
1500,eeedee
1501,abh
1502,eeeeegd
1503,eeeg
1504,eeee
1505,egdee
1506,b
1507,egeeee
1508,eeeeedg
1509,gdeeee
1510,eeed
1511,ahb
1512,edeg
1513,eeged
1514,bfhca
1515,eeeegde
1516,eeege
1517,hab
1518,eedeeeg
1519,ahcb
1520,gdeeee
1521,egeeede
1522,edgeeee
1523,ac
1524,eeeee
1525,egeeedee
1526,cab
1527,acb
1528,dgeee
1529,ede
1530,egdeee
1531,eeeeeedg
1532,bah
1533,geeee
1534,dgeee
1535,ah
1536,eegde
1537,deeeeg
1538,ba
1539,cb
1540,abch
1541,ac
1542,acb
1543,bac
1544,abc
1545,c
1546,cba
1547,ac
1548,cah
1549,hca
1550,hacb
1551,cb
1552,ach
1553,bac
1554,hba
1555,abhc
1556,ac
1557,cba
1558,cha
1559,ba
1560,abc
1561,hb
1562,cb
1563,cab
1564,chba
1565,acb
1567,fhab
1568,hhc
1569,ac
1570,hca
1571,cba
1572,abc
1573,hbac
1574,c
1575,ab
1576,cb
1577,bah
1578,hbac
1579,ca
1580,bac
1581,ac
1582,cafh
1583,abh
1584,bhca
1585,cbha
1586,abc
1587,cab
1588,bca
1589,a
1590,ba
1591,bha
1592,a
1593,c
1594,cha
1595,ac
1596,bhac
1597,bca
1598,ab
1599,bc
1600,abc
1601,abc
1602,cb
1603,c
1604,acb
1606,a
1607,ba
1608,a
1609,abc
1610,cab
1611,bc
1612,ab
1613,ach
1614,ighc
1615,gehi
1616,bch
1617,hifg
1618,ehigc
1619,eieg
1620,ghce
1621,egi
1622,ifche
1623,geh
1624,geecehie
1625,ac
1626,ichee
1627,eee
1628,edeee
1629,hecg
1630,cfihge
1631,ehic
1632,cah
1633,ihgec
1634,iegefec
1635,eigche
1636,eedgeee
1637,eeedge
1638,eedeeg
1639,ieeh
1640,ieeegfec
1641,ee
1642,ac
1643,efeei
1644,cheeifeg
1645,eice
1646,geee
1647,eeeegee
1648,eedeege
1649,geed
1650,acb
1651,c
1652,edeeeeg
1653,dgee
1654,ba
1655,eeeegde
1656,ahbf
1657,dgeee
1658,acb
1659,hbc
1660,ac
1661,ca
1662,achb
1663,a
1664,cb
1665,bca
1666,ca
1667,bfac
1669,chb
1670,ba
1671,cab
1672,bc
1673,bah
1674,bac
1675,ba
1676,egcih
1677,ihec
1678,ehic
1679,gfeeeich
1680,ih
1681,bc
1682,ihge
1684,ihce
1685,hcieg
1686,eechigee
1687,bca
1688,geeeede
1689,eeeege
1690,hac
1691,ca
1692,geeeee
1693,bc
1694,gcief
1695,eege
1696,eeeeegd
1697,gee
1698,eeeeed
1699,bahc
1700,eeeedge
1701,gedeee
1702,edee
1703,eedeege
1704,eeg
1705,deeee
1706,hegec
1707,eedege
1708,edeegee
1709,gdeeee
1710,geedee
1711,geeee
1712,eeee
1713,bc
1714,cab
1715,ac
1716,cab
1717,ac
1718,h
1719,ba
1720,hb
1721,cb
1722,hcb
1723,hc
1724,cie
1725,eiceegee
1726,geehee
1727,eh
1728,ceegeeieh
1729,cahb
1730,eieg
1731,hegee
1732,egcehiee
1733,eiee
1734,fgeechi
1735,ce
1736,efeecihe
1737,eieeehee
1738,egfeciee
1739,eegeie
1740,hiece
1741,eig
1742,egeiehecef
1743,eehfigeee
1744,dgeeeeee
1745,eegde
1746,egeeee
1747,deeege
1748,edgeee
1749,eeegee
1750,eeedee
1751,eedeeg
1752,eeedee
1753,eeed
1754,eeeedee
1755,eeeede
1756,geeee
1757,geeede
1758,ab
1759,acb
1760,hafbc
1761,ac
1762,bc
1763,ca
1764,bac
1765,cbh
1766,cb
1767,ach
1768,cb
1769,f
1770,ac
1771,cbh
1772,cab
1773,bca
1774,cb
1775,hbc
1776,ab
1777,gfecih
1778,cighe
1779,eigch
1780,heeegci
1781,ieece
1782,ieeghee
1783,ac
1784,bc
1785,c
1786,gei
1787,gceih
1788,bfc
1789,fheeee
1790,b
1791,hac
1792,cehfeeie
1793,egeeee
1794,egch
1795,eedee
1796,edee
1797,eeegeed
1798,eedeeg
1799,egee
1800,geee
1801,eeeee
1802,ege
1803,cfb
1804,edeee
1805,geede
1806,egdeeee
1807,geedee
1808,eeeg
1809,bh
1810,eedgee
1811,ac
1812,eegd
1813,ba
1814,egee
1815,eedeeg
1816,gdee
1817,eedeee
1818,hfab
1819,bc
1820,eegeeede
1821,cb
1822,ba
1823,ca
1824,bc
1825,ach
1826,bcha
1827,chbf
1828,bc
1829,afcb
1830,ba
1831,ah
1832,ac
1834,bac
1835,eeedeee
1836,eeedeee
1837,eeeeged
1838,chba
1839,eeeegde
1840,bcah
1841,eeed
1842,eeeee
1843,ehecgee
1844,eegeei
1845,eged
1846,egeeee
1847,egeee
1848,eeeege
1849,geedee
1850,eedge
1851,geedeee
1852,bca
1853,ceeeeiee
1854,efheeeee
1855,eegeee
1856,abc
1857,acb
1858,deeeeeeg
1859,deeee
1860,eeegd
1861,dee
1862,eeeeee
1863,eegeed
1864,cbh
1865,eegeee
1866,edeeee
1867,ede
1868,a
1869,egee
1870,egdeee
1871,edgeeeee
1872,deeege
1873,bach
1874,eegeede
1875,eeeed
1876,cb
1877,f
1878,acb
1879,afbh
1880,ca
1881,fab
1882,bca
1883,cb
1884,ca
1885,hc
1886,fbhc
1887,hb
1888,ah
1889,cb
1890,bc
1891,ba
1892,bah
1893,acbh
1894,bac
1895,fhbc
1896,ba
1897,hb
1898,ah
1899,cb
1900,abh
1901,bc
1902,cah
1903,ab
1904,acb
1905,ahfb
1906,ac
1907,habc
1908,cba
1909,cha
1910,ach
1911,cf
1912,bhfca
1913,ac
1914,a
1915,a
1916,bhac
1917,cbha
1918,acb
1920,b
1921,ahc
1922,a
1923,bfac
1924,hcb
1925,a
1926,b
1927,ba
1928,ab
1929,hb
1930,cab
1931,abh
1932,a
1933,cb
1934,acb
1935,ac
1936,ecg
1937,gceih
1938,fice
1939,b
1940,egih
1941,ehfeg
1942,acb
1943,giche
1944,ba
1945,gec
1946,fieghc
1947,ih
1948,h
1949,iehcfe
1950,ieec
1951,egeeed
1952,fieheee
1953,iec
1954,heeice
1955,eegd
1956,igch
1957,ceegi
1958,ihgec
1959,eeee
1960,eedee
1961,eedeee
1962,eeedeg
1963,ca
1964,cba
1965,icheg
1966,hgiec
1967,gieeh
1968,fgihee
1969,eeeedege
1970,egeeee
1971,egedeee
1972,bahc
1973,eeegde
1974,cb
1975,cha
1976,cahb
1977,cfhab
1978,ac
1979,ba
1980,ba
1981,ab
1982,bac
1983,hac
1984,ehegci
1985,abhcf
1986,ecfhi
1987,bca
1988,eefece
1989,heefcg
1990,ehgc
1991,eegfich
1992,cghei
1993,cab
1994,bca
1995,cehie
1996,eefchie
1997,eceheee
1998,fgehe
1999,eeegich
2000,egede
2001,ba
2002,hgee
2003,ecge
2004,ichfe
2005,ecig
2006,egeee
2007,geeee
2008,bca
2009,chaf
2010,ba
2011,egeee
2012,eegeee
2013,eeede
2014,eegde
2015,geeed
2016,ba
2017,ba
2018,cb
2019,ged
2020,ecfieg
2021,eegi
2022,edge
2023,abh
2024,bf
2025,c
2026,c
2027,bhc
2028,hacb
2029,cb
2030,c
2031,ha
2032,cba
2033,ac
2034,chba
2035,ba
2036,fghie
2037,echig
2038,gie
2039,hic
2040,hecfe
2041,ab
2042,eiegh
2043,hci
2044,giceeh
2045,hcief
2046,eeheic
2047,ecihg
2048,chiegeee
2049,egih
2050,hece
2051,ab
2052,abc
2053,egeedee
2054,eeeede
2055,eeeeee
2056,edeg
2057,eeeeg
2058,egeeed
2059,ee
2060,eeege
2061,eeeeedg
2062,geedeeee
2063,edeee
2064,ice
2066,eede
2067,edgee
2068,eeegd
2069,ahb
2070,eeede
2071,eee
2072,eedege
2073,edgeeee
2074,hcab
2075,c
2076,egde
2077,eeedg
2078,eedeee
2079,eeeg
2080,eeed
2081,bac
2082,abc
2083,ba
2084,acb
2085,hbc
2086,bc
2087,cab
2088,ca
2089,abch
2090,fbch
2091,bach
2092,ba
2093,hacb
2094,cba
2095,fahbc
2096,fcei
2097,cigeh
2098,bac
2099,heeigece
2100,ac
2101,eeeg
2102,geeeee
2103,bca
2104,hg
2105,eee
2106,egeeed
2107,cab
2108,eeeeg
2109,chb
2110,b
2111,eegede
2112,geeee
2113,ac
2114,eedeee
2115,ieh
2116,ghcei
2117,cegeiee
2118,ehfeee
2119,geeeedee
2120,bac
2121,egeeeed
2122,eeeceeh
2123,eeeeed
2124,geeeed
2125,c
2126,gcei
2127,ehceeie
2128,geeeed
2129,deeg
2130,eegd
2131,eedeege
2132,eeeeg
2133,cahb
2134,eeed
2135,eeeeee
2136,b
2138,fba
2139,ahb
2140,bc
2141,ac
2142,hac
2143,bac
2144,bhca
2145,acb
2146,fbah
2147,hba
2148,bac
2149,bc
2150,afbhc
2151,chba
2152,eegde
2153,ah
2154,geeede
2155,eeeee
2156,eee
2157,eeeee
2158,deege
2159,eeeg
2160,eede
2161,bh
2162,ca
2163,dee
2164,bhac
2165,eeedge
2166,deeeeg
2167,geeeeee
2168,eeeeg
2169,edeg
2170,eeedg
2171,ba
2172,geeee
2173,egdeee
2174,edegee
2175,egeeeede
2176,edeeeeg
2177,ab
2178,eeeeeg
2179,echegi
2180,echef
2181,egeede
2182,eedeeg
2183,eege
2184,fbahc
2185,geedee
2186,bh
2187,fba
2188,a
2189,bafhc
2190,ab
2191,hbca
2192,a
2193,cb
2194,chafb
2195,acb
2196,c
2197,bh
2198,acb
2199,bc
2200,cba
2201,bha
2202,b
2203,abc
2204,chb
2205,acb
